# Agronomic Soil Chemistry from Deep and Surface Soil Cores- Marginal Sites
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/438
# The newest version of the data https://data.sustainability.glbrc.org/datatables/438.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/132.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# year		year soil sample was collected
# sample_date		date of soil coring
# site		Wisconsin or Michigan sampling site
# treatment		experimental treatment
# replicate		replicate nested within treatment
# campaign		sampling intent
# top_depth_cm	centimeter	upper soil sampling depth
# bottom_depth_cm	centimeter	lower soil sampling depth
# ph	dimensionless	pH of soil solution
# lime_index		indicator of potential acidity
# p_ppm	milligramsPerKilogram	phosphorus in soil
# k_ppm	milligramsPerKilogram	potassium in soil
# ca_ppm	milligramsPerKilogram	calcium in soil
# mg_ppm	milligramsPerKilogram	magnesium ppm  in soil
# field_section		section of the field sampled
# n_treatment		nitrogen treatment of given split plot
# est_cec	milliEquivalentsPerHundredGram	Cation exchange capacity in meq/100g soil
# om_percent	gramsPerHectogram	organic matter percent
# wi_plot_id		Arlington Wisconsin site's plot identifier
# comments		notes
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
year,sample_date,site,treatment,replicate,campaign,top_depth_cm,bottom_depth_cm,ph,lime_index,p_ppm,k_ppm,ca_ppm,mg_ppm,field_section,n_treatment,est_cec,om_percent,wi_plot_id,comments
#,,,,,,centimeter,centimeter,dimensionless,,milligramsPerKilogram,milligramsPerKilogram,milligramsPerKilogram,milligramsPerKilogram,,,milliEquivalentsPerHundredGram,gramsPerHectogram,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G11,R4,surface sampling,0,22,6.5,70.0,68.0,75.0,904.0,95.0,north,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R1,surface sampling,0,22,6.2,68.0,81.0,66.0,756.0,89.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R1,surface sampling,0,22,6.1,67.0,72.0,70.0,812.0,96.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R2,surface sampling,0,22,6.8,,43.0,47.0,992.0,115.0,south,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R2,surface sampling,0,22,6.5,70.0,27.0,44.0,866.0,91.0,north,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R3,surface sampling,0,22,6.5,69.0,28.0,25.0,945.0,80.0,north,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R3,surface sampling,0,22,6.4,68.0,31.0,27.0,1033.0,84.0,south,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R4,surface sampling,0,22,6.7,70.0,28.0,27.0,909.0,71.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G5,R4,surface sampling,0,22,6.9,,22.0,16.0,924.0,66.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R1,surface sampling,0,22,6.4,70.0,66.0,48.0,859.0,109.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R1,surface sampling,0,22,6.8,,34.0,43.0,1084.0,102.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R2,surface sampling,0,22,6.2,69.0,48.0,39.0,904.0,105.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R2,surface sampling,0,22,6.2,68.0,60.0,31.0,810.0,92.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R3,surface sampling,0,22,6.6,70.0,35.0,30.0,1063.0,100.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R3,surface sampling,0,22,6.5,69.0,43.0,29.0,940.0,80.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R4,surface sampling,0,22,6.8,,34.0,27.0,1065.0,105.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G6,R4,surface sampling,0,22,6.6,71.0,30.0,19.0,1056.0,102.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R1,surface sampling,0,22,7.0,,42.0,100.0,1094.0,160.0,south,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R1,surface sampling,0,22,6.6,70.0,33.0,76.0,943.0,103.0,north,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R2,surface sampling,0,22,6.3,68.0,39.0,80.0,757.0,99.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R2,surface sampling,0,22,6.5,70.0,55.0,52.0,716.0,83.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R3,surface sampling,0,22,6.5,69.0,30.0,36.0,874.0,89.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R3,surface sampling,0,22,6.5,68.0,26.0,41.0,1079.0,110.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R4,surface sampling,0,22,6.5,70.0,66.0,34.0,816.0,73.0,south,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G7,R4,surface sampling,0,22,6.4,68.0,66.0,37.0,860.0,79.0,north,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G8,R1,surface sampling,0,22,6.9,,47.0,38.0,815.0,101.0,entire plot,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G8,R2,surface sampling,0,22,6.8,,40.0,40.0,991.0,127.0,entire plot,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G8,R3,surface sampling,0,22,6.7,70.0,48.0,55.0,991.0,95.0,entire plot,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G8,R4,surface sampling,0,22,6.6,71.0,23.0,35.0,878.0,91.0,entire plot,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R1,surface sampling,0,22,6.6,70.0,94.0,97.0,1033.0,159.0,south,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R1,surface sampling,0,22,6.4,70.0,65.0,96.0,855.0,104.0,north,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R2,surface sampling,0,22,6.8,,37.0,58.0,997.0,153.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R2,surface sampling,0,22,6.8,,32.0,106.0,991.0,138.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R3,surface sampling,0,22,7.2,,40.0,43.0,1182.0,148.0,north,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R3,surface sampling,0,22,7.4,,23.0,46.0,1170.0,118.0,south,plus_n,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R4,surface sampling,0,22,6.8,,70.0,48.0,953.0,92.0,south,control,,,,
2015,2015-11-03,Michigan Central - Lake City Exp. Station,G9,R4,surface sampling,0,22,6.8,,60.0,62.0,993.0,92.0,north,plus_n,,,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G10,R1,surface sampling,0,15,7.4,0.0,19.0,86.0,974.0,88.0,north,plus_n,,2.5,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G10,R1,surface sampling,0,15,7.0,0.0,18.0,71.0,922.0,87.0,south,control,,2.9,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G10,R2,surface sampling,0,15,6.9,0.0,41.0,66.0,782.0,79.0,south,control,,3.7,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G10,R2,surface sampling,0,15,7.4,0.0,33.0,94.0,808.0,72.0,north,plus_n,,3.6,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G10,R3,surface sampling,0,15,7.1,0.0,34.0,52.0,927.0,56.0,south,control,,2.7,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G10,R3,surface sampling,0,15,7.4,0.0,52.0,53.0,769.0,43.0,north,plus_n,,2.5,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G10,R4,surface sampling,0,15,7.3,0.0,36.0,41.0,907.0,81.0,north,plus_n,,3.1,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G10,R4,surface sampling,0,15,7.2,0.0,28.0,38.0,968.0,94.0,south,control,,3.0,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G11,R1,surface sampling,0,15,7.4,0.0,23.0,88.0,897.0,88.0,north,control,,2.6,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G11,R1,surface sampling,0,15,7.0,0.0,19.0,83.0,730.0,72.0,south,plus_n,,3.2,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G11,R2,surface sampling,0,15,7.3,0.0,41.0,52.0,814.0,98.0,north,control,,3.1,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G11,R2,surface sampling,0,15,7.1,0.0,50.0,84.0,1159.0,148.0,south,plus_n,,4.5,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G11,R3,surface sampling,0,15,7.2,0.0,51.0,69.0,963.0,92.0,north,plus_n,,4.1,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G11,R3,surface sampling,0,15,7.1,0.0,29.0,64.0,946.0,81.0,south,control,,3.0,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G11,R4,surface sampling,0,15,7.4,0.0,51.0,51.0,1026.0,97.0,north,plus_n,,3.1,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G11,R4,surface sampling,0,15,7.0,0.0,82.0,57.0,789.0,69.0,south,control,,1.8,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G5,R1,surface sampling,0,15,6.8,0.0,66.0,41.0,654.0,59.0,south,plus_n,,2.3,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G5,R1,surface sampling,0,15,6.9,0.0,47.0,51.0,753.0,80.0,north,control,,2.8,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G5,R2,surface sampling,0,15,6.8,0.0,24.0,41.0,723.0,77.0,south,control,,2.8,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G5,R2,surface sampling,0,15,7.1,0.0,27.0,50.0,868.0,88.0,north,plus_n,,3.0,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G5,R3,surface sampling,0,15,7.2,0.0,32.0,33.0,1062.0,87.0,north,plus_n,,3.2,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G5,R3,surface sampling,0,15,6.9,0.0,25.0,33.0,1055.0,78.0,south,control,,3.4,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G5,R4,surface sampling,0,15,7.2,0.0,22.0,23.0,802.0,60.0,north,control,,2.8,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G5,R4,surface sampling,0,15,7.0,0.0,16.0,28.0,845.0,63.0,south,plus_n,,2.6,,
2017,2017-11-08,Michigan Central - Lake City Exp. Station,G6,R1,surface sampling,0,15,7.2,0.0,24.0,41.0,893.0,80.0,north,control,,2.5,,
2017,2017-11-08,Michigan Central - Lake City Exp. Station,G6,R1,surface sampling,0,15,6.7,72.0,30.0,46.0,632.0,55.0,south,plus_n,,2.3,,
2017,2017-11-08,Michigan Central - Lake City Exp. Station,G6,R2,surface sampling,0,15,6.6,73.0,43.0,38.0,617.0,74.0,north,control,,3.3,,
2017,2017-11-08,Michigan Central - Lake City Exp. Station,G6,R2,surface sampling,0,15,6.3,71.0,48.0,38.0,621.0,67.0,south,plus_n,,2.9,,
2017,2017-11-08,Michigan Central - Lake City Exp. Station,G6,R3,surface sampling,0,15,6.7,73.0,31.0,36.0,801.0,68.0,south,plus_n,,2.9,,
2017,2017-11-08,Michigan Central - Lake City Exp. Station,G6,R3,surface sampling,0,15,7.1,0.0,31.0,33.0,843.0,76.0,north,control,,3.0,,
2017,2017-11-08,Michigan Central - Lake City Exp. Station,G6,R4,surface sampling,0,15,6.9,0.0,27.0,26.0,1012.0,104.0,south,plus_n,,3.5,,
2017,2017-11-08,Michigan Central - Lake City Exp. Station,G6,R4,surface sampling,0,15,7.3,0.0,26.0,29.0,873.0,68.0,north,control,,2.4,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G7,R1,surface sampling,0,15,7.2,0.0,29.0,61.0,854.0,90.0,north,plus_n,,2.9,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G7,R1,surface sampling,0,15,7.0,0.0,25.0,53.0,798.0,79.0,south,control,,3.1,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G7,R2,surface sampling,0,15,6.9,0.0,41.0,67.0,759.0,87.0,north,control,,3.0,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G7,R2,surface sampling,0,15,7.0,0.0,28.0,84.0,725.0,84.0,south,plus_n,,2.9,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G7,R3,surface sampling,0,15,7.0,0.0,28.0,37.0,745.0,87.0,south,plus_n,,2.9,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G7,R3,surface sampling,0,15,6.9,0.0,33.0,37.0,828.0,78.0,north,control,,3.0,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G7,R4,surface sampling,0,15,7.1,0.0,42.0,33.0,847.0,66.0,north,plus_n,,2.4,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G7,R4,surface sampling,0,15,7.3,0.0,68.0,34.0,962.0,77.0,south,control,,2.7,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G8,R1,surface sampling,0,15,6.8,0.0,47.0,37.0,671.0,73.0,north,control,,2.5,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G8,R1,surface sampling,0,15,7.5,0.0,64.0,37.0,892.0,105.0,south,plus_n,,2.5,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G8,R2,surface sampling,0,15,6.6,72.0,42.0,38.0,669.0,95.0,north,plus_n,,2.3,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G8,R2,surface sampling,0,15,7.4,0.0,48.0,36.0,1000.0,98.0,south,control,,2.8,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G8,R3,surface sampling,0,15,6.9,0.0,59.0,37.0,827.0,76.0,north,plus_n,,2.1,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G8,R3,surface sampling,0,15,7.3,0.0,48.0,39.0,920.0,86.0,south,control,,2.3,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G8,R4,surface sampling,0,15,7.2,0.0,35.0,31.0,745.0,75.0,south,control,,2.3,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G8,R4,surface sampling,0,15,6.8,0.0,24.0,29.0,710.0,82.0,north,plus_n,,2.4,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G9,R1,surface sampling,0,15,6.9,0.0,59.0,57.0,619.0,76.0,north,plus_n,,2.6,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G9,R1,surface sampling,0,15,7.4,0.0,57.0,77.0,899.0,107.0,south,control,,3.0,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G9,R2,surface sampling,0,15,7.0,0.0,23.0,64.0,845.0,92.0,north,control,,2.8,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G9,R2,surface sampling,0,15,7.3,0.0,32.0,97.0,760.0,90.0,south,plus_n,,3.4,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G9,R3,surface sampling,0,15,7.1,0.0,22.0,35.0,1044.0,73.0,south,plus_n,,3.2,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G9,R3,surface sampling,0,15,7.4,0.0,32.0,40.0,952.0,86.0,north,control,,3.1,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G9,R4,surface sampling,0,15,7.3,0.0,59.0,49.0,751.0,38.0,north,plus_n,,2.1,,
2017,2017-11-03,Michigan Central - Lake City Exp. Station,G9,R4,surface sampling,0,15,7.0,0.0,54.0,44.0,837.0,52.0,south,control,,2.1,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G10,R1,surface sampling,0,25,6.8,,22.0,48.0,859.0,113.0,north,plus_n,5.35974,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G10,R1,surface sampling,0,25,6.3,71.0,24.0,52.0,777.0,111.0,south,control,4.94333,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G10,R2,surface sampling,0,25,6.5,70.0,42.0,50.0,623.0,81.0,north,plus_n,3.91821,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G10,R2,surface sampling,0,25,6.6,71.0,67.0,45.0,732.0,105.0,south,control,4.65038,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G10,R3,surface sampling,0,25,6.5,71.0,62.0,35.0,570.0,54.0,north,plus_n,3.38974,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G10,R3,surface sampling,0,25,6.7,72.0,44.0,36.0,594.0,63.0,south,control,3.58731,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G10,R4,surface sampling,0,25,7.1,,35.0,28.0,988.0,108.0,south,control,5.91179,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G10,R4,surface sampling,0,25,7.1,,35.0,20.0,936.0,105.0,north,plus_n,5.60628,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G11,R1,surface sampling,0,25,6.8,,31.0,51.0,684.0,82.0,north,control,4.2341,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G11,R1,surface sampling,0,25,6.4,71.0,31.0,66.0,675.0,92.0,south,plus_n,4.3109,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G11,R2,surface sampling,0,25,7.1,,48.0,45.0,1181.0,174.0,south,plus_n,7.47038,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G11,R2,surface sampling,0,25,7.0,,44.0,28.0,861.0,117.0,north,control,5.35179,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G11,R3,surface sampling,0,25,6.6,71.0,53.0,40.0,919.0,99.0,north,plus_n,5.52256,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G11,R3,surface sampling,0,25,6.6,70.0,46.0,41.0,796.0,78.0,south,control,4.73513,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G11,R4,surface sampling,0,25,6.3,70.0,82.0,40.0,656.0,70.0,north,plus_n,3.9659,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G11,R4,surface sampling,0,25,6.4,70.0,84.0,46.0,577.0,55.0,south,control,3.46128,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R1,surface sampling,0,25,6.7,71.0,71.0,46.0,717.0,67.0,rainout,plus_n,4.26128,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R1,surface sampling,0,25,6.9,,97.0,43.0,751.0,75.0,south,plus_n,4.49026,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R1,surface sampling,0,25,6.9,,79.0,51.0,718.0,73.0,north,control,4.3291,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R2,surface sampling,0,25,6.6,71.0,37.0,31.0,652.0,59.0,south,control,3.83115,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R2,surface sampling,0,25,6.4,71.0,24.0,32.0,564.0,60.0,rainout,plus_n,3.40205,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R2,surface sampling,0,25,6.5,71.0,28.0,35.0,608.0,74.0,north,plus_n,3.74641,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R3,surface sampling,0,25,6.4,69.0,36.0,28.0,727.0,56.0,rainout,plus_n,5.37346,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R3,surface sampling,0,25,6.5,70.0,29.0,19.0,735.0,52.0,south,control,4.15705,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R3,surface sampling,0,25,6.6,70.0,32.0,27.0,887.0,74.0,north,plus_n,5.1209,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R4,surface sampling,0,25,6.7,72.0,19.0,18.0,624.0,47.0,rainout,plus_n,3.55782,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R4,surface sampling,0,25,6.9,,29.0,19.0,689.0,55.0,north,control,3.95205,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G5,R4,surface sampling,0,25,6.7,71.0,23.0,18.0,747.0,48.0,south,plus_n,4.18115,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G6,R1,surface sampling,0,25,6.7,71.0,47.0,28.0,676.0,80.0,south,plus_n,4.11846,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G6,R1,surface sampling,0,25,6.4,70.0,47.0,27.0,713.0,77.0,north,control,4.2759,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G6,R2,surface sampling,0,25,6.2,69.0,56.0,25.0,682.0,67.0,south,plus_n,5.23244,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G6,R2,surface sampling,0,25,6.5,70.0,54.0,30.0,845.0,98.0,north,control,5.11859,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G6,R3,surface sampling,0,25,6.7,71.0,34.0,26.0,784.0,71.0,north,control,4.57833,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G6,R3,surface sampling,0,25,6.6,70.0,43.0,23.0,814.0,74.0,south,plus_n,4.74564,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G6,R4,surface sampling,0,25,6.9,,40.0,17.0,871.0,71.0,north,control,4.99026,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G6,R4,surface sampling,0,25,6.9,,30.0,15.0,881.0,75.0,south,plus_n,5.06846,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G7,R1,surface sampling,0,25,7.0,,32.0,37.0,784.0,71.0,north,plus_n,4.60654,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G7,R1,surface sampling,0,25,6.8,,31.0,38.0,666.0,70.0,south,control,4.01077,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G7,R2,surface sampling,0,25,6.3,70.0,38.0,41.0,636.0,75.0,south,plus_n,3.91013,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G7,R2,surface sampling,0,25,6.5,71.0,66.0,33.0,623.0,80.0,north,control,3.86628,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G7,R3,surface sampling,0,25,6.6,70.0,27.0,26.0,818.0,83.0,north,control,4.84833,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G7,R3,surface sampling,0,25,6.8,,29.0,25.0,915.0,85.0,south,plus_n,5.34744,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G7,R4,surface sampling,0,25,6.6,71.0,38.0,20.0,678.0,53.0,north,plus_n,3.88295,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G7,R4,surface sampling,0,25,7.0,,54.0,20.0,810.0,77.0,south,control,4.74295,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G8,R1,surface sampling,0,25,7.0,,59.0,34.0,841.0,113.0,south,plus_n,5.23385,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G8,R1,surface sampling,0,25,6.4,70.0,40.0,30.0,548.0,65.0,north,control,3.35859,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G8,R2,surface sampling,0,25,6.9,,54.0,36.0,821.0,90.0,south,control,4.94731,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G8,R2,surface sampling,0,25,6.6,70.0,38.0,25.0,743.0,111.0,north,plus_n,4.7041,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G8,R3,surface sampling,0,25,6.5,71.0,51.0,26.0,621.0,59.0,south,control,3.66333,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G8,R3,surface sampling,0,25,6.6,70.0,56.0,29.0,711.0,65.0,north,plus_n,4.17103,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G8,R4,surface sampling,0,25,6.8,,28.0,20.0,806.0,88.0,north,plus_n,4.81462,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G8,R4,surface sampling,0,25,6.7,70.0,44.0,26.0,725.0,71.0,south,control,4.28333,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G9,R1,surface sampling,0,25,6.5,71.0,71.0,63.0,630.0,80.0,south,control,3.97821,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G9,R1,surface sampling,0,25,6.5,70.0,66.0,35.0,612.0,72.0,north,plus_n,3.74974,,,
2018,2018-11-19,Michigan Central - Lake City Exp. Station,G9,R2,surface sampling,0,25,6.6,71.0,53.0,46.0,657.0,80.0,north,control,4.06962,,,
